trial_count,FBDuration,actualFBOnsetTime,c_dis,context,response,rt,state,stim,trial_count,ts,rep_resp,switch,con_shape,con_orient,subj_switch,correct
154,0.5,0.5001239776611328,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,1,0.19075489044189453,0,"(1, 2)",154,0,False,True,True,False,True,True
155,0.5,0.5011141300201416,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.314547061920166,0,"(1, 3)",155,0,True,False,True,False,False,True
156,0.5,0.5011658668518066,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.34409189224243164,0,"(1, 2)",156,0,False,False,False,False,True,False
157,0.5,0.5011389255523682,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.5,3,0.29839205741882324,0,"(1, 3)",157,0,False,False,False,True,False,False
158,0.5,0.5010509490966797,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.3367469310760498,0,"(0, 3)",158,0,False,False,False,False,False,False
159,0.5,0.5012199878692627,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.31267499923706055,0,"(1, 3)",159,0,True,False,True,False,True,True
160,0.5,0.5011301040649414,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.4127199649810791,0,"(0, 2)",160,0,False,False,True,False,False,True
161,0.5,0.5002079010009766,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.345721960067749,0,"(0, 3)",161,0,True,False,True,False,False,True
162,0.5,0.5010800361633301,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.3520660400390625,0,"(0, 2)",162,0,True,False,True,False,False,True
163,0.5,0.5011959075927734,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,0,0.3800480365753174,0,"(0, 2)",163,0,True,False,True,False,False,True
164,0.5,0.5011451244354248,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.3888869285583496,0,"(1, 2)",164,0,False,False,True,False,False,True
165,0.5,0.5011482238769531,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.2752420902252197,0,"(1, 3)",165,0,True,False,True,False,False,True
166,0.5,0.5010931491851807,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.2752571105957031,0,"(1, 3)",166,0,True,False,True,False,False,True
167,0.5,0.5006840229034424,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.3619699478149414,0,"(1, 2)",167,0,True,False,True,False,False,True
168,0.5,0.5010848045349121,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.3817179203033447,0,"(1, 2)",168,0,True,False,True,False,False,True
169,0.5,0.5011579990386963,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.3986551761627197,0,"(1, 3)",169,0,True,False,True,False,False,True
170,0.5,0.5003678798675537,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.281919002532959,0,"(1, 3)",170,0,True,False,True,False,False,True
171,0.5,0.500338077545166,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.3955879211425781,0,"(0, 3)",171,0,False,False,True,False,False,True
172,0.5,0.5011961460113525,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.32170701026916504,0,"(0, 3)",172,0,True,False,True,False,False,True
173,0.5,0.5010249614715576,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.41123509407043457,0,"(1, 2)",173,0,False,False,True,False,False,True
174,0.5,0.5011711120605469,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.4127230644226074,0,"(0, 3)",174,0,False,False,True,False,False,True
175,0.5,0.5004458427429199,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.4230959415435791,0,"(0, 3)",175,0,True,False,True,False,False,True
176,0.5,0.5011229515075684,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.2963860034942627,1,"(1, 2)",176,1,False,True,True,False,False,False
177,0.5,0.5011720657348633,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.28281402587890625,1,"(1, 2)",177,1,True,False,True,False,False,False
178,0.5,0.5010747909545898,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.33892297744750977,1,"(1, 3)",178,1,True,False,True,False,False,False
179,0.5,0.501215934753418,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.365278959274292,1,"(0, 3)",179,1,True,False,False,False,True,False
180,0.5,0.500777006149292,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.378277063369751,1,"(0, 3)",180,1,False,False,True,False,True,False
181,0.5,0.5011210441589355,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,1.26882004737854,1,"(1, 2)",181,1,False,False,False,False,True,False
182,0.5,0.5001270771026611,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.5387601852416992,1,"(1, 2)",182,1,False,False,False,True,False,True
183,0.5,0.5011739730834961,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.2962789535522461,1,"(0, 3)",183,1,False,False,False,True,False,True
184,0.5,0.5011510848999023,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.22895097732543945,1,"(0, 2)",184,1,False,False,False,True,False,True
185,0.5,0.501075029373169,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.4004049301147461,1,"(1, 3)",185,1,False,False,False,True,False,True
186,0.5,0.5010712146759033,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.5220708847045898,1,"(1, 2)",186,1,False,False,False,True,False,True
187,0.5,0.5010819435119629,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.39281177520751953,1,"(1, 2)",187,1,True,False,False,True,False,True
188,0.5,0.501194953918457,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.2806081771850586,1,"(1, 3)",188,1,False,False,False,True,False,True
189,0.5,0.5012290477752686,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.41794514656066895,1,"(0, 3)",189,1,True,False,False,True,False,True
190,0.5,0.5011332035064697,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.40778684616088867,1,"(0, 3)",190,1,True,False,False,True,False,True
191,0.5,0.5007171630859375,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.3384580612182617,1,"(1, 3)",191,1,True,False,False,True,False,True
192,0.5,0.5008540153503418,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.3137528896331787,1,"(1, 2)",192,1,False,False,False,True,False,True
193,0.5,0.5011518001556396,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.4330148696899414,1,"(0, 3)",193,1,False,False,False,True,False,True
194,0.5,0.5012240409851074,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.3510169982910156,1,"(0, 3)",194,1,False,False,False,False,False,False
195,0.5,0.5011310577392578,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,2,0.44991087913513184,1,"(0, 2)",195,1,True,False,False,True,False,True
196,0.5,0.5001101493835449,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.47661495208740234,1,"(0, 3)",196,1,False,False,False,True,False,True
197,0.5,0.5011298656463623,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.4540700912475586,1,"(0, 3)",197,1,True,False,False,True,False,True
198,0.5,0.5002098083496094,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.40908217430114746,1,"(1, 2)",198,1,False,False,False,True,False,True
199,0.5,0.5002810955047607,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,3,0.2392289638519287,1,"(1, 2)",199,1,False,False,False,False,False,False
200,0.5,0.5002560615539551,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,3,0.6967151165008545,0,"(1, 2)",200,0,True,True,False,False,False,False
201,0.5,0.500622034072876,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,3,0.4452691078186035,0,"(1, 3)",201,0,True,False,False,True,False,False
202,0.5,0.501270055770874,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,3,0.39625000953674316,0,"(0, 3)",202,0,True,False,False,True,False,False
203,0.5,0.5005569458007812,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.3304319381713867,1,"(0, 3)",203,1,False,True,False,False,False,False
204,0.5,0.5002458095550537,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.40957093238830566,1,"(0, 2)",204,1,False,False,True,False,True,False
205,0.5,0.5011708736419678,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5309140682220459,1,"(1, 3)",205,1,False,False,True,False,False,False
206,0.5,0.5008749961853027,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.5613768100738525,1,"(1, 3)",206,1,False,False,False,True,True,True
207,0.5,0.5011200904846191,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.3761250972747803,1,"(0, 2)",207,1,False,False,False,True,False,True
208,0.5,0.5012130737304688,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.48735880851745605,1,"(0, 3)",208,1,True,False,False,False,False,False
209,0.5,0.5010371208190918,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.32251787185668945,1,"(0, 2)",209,1,True,False,False,True,False,True
210,0.5,0.5009050369262695,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.3458371162414551,1,"(0, 2)",210,1,True,False,False,True,False,True
211,0.5,0.5011188983917236,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.39293503761291504,1,"(1, 3)",211,1,False,False,False,True,False,True
212,0.5,0.5010991096496582,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.4560811519622803,1,"(0, 2)",212,1,False,False,False,True,False,True
213,0.5,0.5002729892730713,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.36427998542785645,1,"(1, 2)",213,1,True,False,False,True,False,True
214,0.5,0.501129150390625,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,3,0.31264805793762207,1,"(0, 3)",214,1,False,False,False,True,False,True
215,0.5,0.5006539821624756,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.3851940631866455,1,"(0, 3)",215,1,True,False,False,True,False,True
216,0.5,0.5011098384857178,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.36475205421447754,1,"(0, 3)",216,1,False,False,False,False,False,False
217,0.5,0.5009799003601074,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,3,0.37244296073913574,1,"(1, 3)",217,1,False,False,False,True,False,True
218,0.5,0.5011780261993408,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.34770703315734863,1,"(1, 3)",218,1,True,False,False,True,False,True
219,0.5,0.5011329650878906,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.26662588119506836,0,"(1, 2)",219,0,False,True,False,True,False,False
220,0.5,0.5011200904846191,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.3541560173034668,0,"(0, 3)",220,0,False,False,False,True,False,False
221,0.5,0.5010669231414795,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.3774881362915039,0,"(0, 2)",221,0,False,False,False,False,False,False
222,0.5,0.5010809898376465,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.3774869441986084,0,"(0, 3)",222,0,True,False,False,False,False,False
223,0.5,0.500708818435669,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.23817086219787598,0,"(0, 2)",223,0,True,False,False,False,False,False
224,0.5,0.501140832901001,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.3294241428375244,1,"(1, 3)",224,1,False,True,False,False,False,False
225,0.5,0.5010251998901367,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.3286130428314209,1,"(0, 3)",225,1,True,False,True,False,True,False
226,0.5,0.500507116317749,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,2,0.34467601776123047,1,"(0, 2)",226,1,False,False,False,True,True,True
227,0.5,0.5001680850982666,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.39393091201782227,1,"(0, 3)",227,1,True,False,False,False,False,False
228,0.5,0.5011768341064453,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,2,0.4390089511871338,1,"(1, 2)",228,1,True,False,False,True,False,True
229,0.5,0.5010709762573242,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.28685903549194336,1,"(1, 3)",229,1,False,False,False,True,False,True
230,0.5,0.5006890296936035,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.47359395027160645,1,"(0, 2)",230,1,False,False,False,True,False,True
231,0.5,0.5004558563232422,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.6065421104431152,1,"(1, 3)",231,1,False,False,True,False,True,False
232,0.5,0.5011110305786133,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.23104000091552734,1,"(0, 2)",232,1,False,False,False,True,True,True
233,0.5,0.5011639595031738,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.41716504096984863,1,"(0, 3)",233,1,False,False,False,True,False,True
234,0.5,0.5011341571807861,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.33397793769836426,1,"(0, 3)",234,1,False,False,False,False,False,False
235,0.5,0.5002322196960449,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.31073880195617676,1,"(0, 2)",235,1,True,False,False,True,False,True
236,0.5,0.5003221035003662,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.4340810775756836,1,"(0, 2)",236,1,True,False,False,True,False,True
237,0.5,0.5041429996490479,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.48389291763305664,1,"(1, 2)",237,1,False,False,False,False,False,False
238,0.5,0.5001611709594727,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.5943150520324707,1,"(0, 3)",238,1,True,False,False,True,False,True
239,0.5,0.5000920295715332,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.5075020790100098,1,"(0, 3)",239,1,True,False,False,True,False,True
240,0.5,0.5004839897155762,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.39798593521118164,1,"(1, 3)",240,1,True,False,False,True,False,True
241,0.5,0.5002639293670654,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.28940296173095703,1,"(0, 2)",241,1,False,False,False,True,False,True
242,0.5,0.5012490749359131,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.3056778907775879,1,"(1, 2)",242,1,True,False,False,True,False,True
243,0.5,0.5012528896331787,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.311784029006958,1,"(0, 2)",243,1,True,False,False,True,False,True
244,0.5,0.5007259845733643,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.3870880603790283,1,"(0, 3)",244,1,False,False,False,True,False,True
245,0.5,0.5010669231414795,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.36208009719848633,1,"(0, 3)",245,1,False,False,False,False,False,False
246,0.5,0.5004849433898926,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.3415360450744629,1,"(1, 2)",246,1,True,False,False,True,False,True
247,0.5,0.50111985206604,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.3245711326599121,1,"(1, 3)",247,1,False,False,False,True,False,True
248,0.5,0.5006270408630371,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.35516810417175293,1,"(0, 3)",248,1,False,False,False,False,False,False
249,0.5,0.5012819766998291,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.35086894035339355,1,"(1, 2)",249,1,True,False,False,True,False,True
250,0.5,0.5005569458007812,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,3,0.27716517448425293,1,"(0, 2)",250,1,False,False,False,False,False,False
251,0.5,0.5005319118499756,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.33734798431396484,0,"(1, 2)",251,0,False,True,False,True,False,False
252,0.5,0.501107931137085,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.36729001998901367,0,"(0, 3)",252,0,False,False,False,True,False,False
253,0.5,0.5011270046234131,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.2757291793823242,0,"(0, 3)",253,0,False,False,False,False,False,False
254,0.5,0.5011038780212402,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.7066910266876221,0,"(0, 2)",254,0,True,False,False,True,False,False
255,0.5,0.5010619163513184,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.33327698707580566,0,"(1, 3)",255,0,True,False,False,False,False,False
256,0.5,0.5002288818359375,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,0,0.6039440631866455,0,"(0, 2)",256,0,False,False,True,False,True,True
257,0.5,0.5011298656463623,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.4802370071411133,0,"(0, 2)",257,0,True,False,True,False,False,True
258,0.5,0.5011529922485352,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.4524049758911133,1,"(0, 3)",258,1,False,True,False,False,True,False
259,0.5,0.5012099742889404,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.44901514053344727,1,"(1, 2)",259,1,True,False,True,False,True,False
260,0.5,0.5002789497375488,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.6194379329681396,1,"(1, 2)",260,1,False,False,False,False,True,False
261,0.5,0.5011801719665527,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.393082857131958,1,"(0, 2)",261,1,False,False,False,True,False,True
262,0.5,0.5011072158813477,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.3665628433227539,1,"(0, 2)",262,1,True,False,False,True,False,True
263,0.5,0.501121997833252,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.3575911521911621,1,"(1, 2)",263,1,False,False,False,False,False,False
264,0.5,0.5011839866638184,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.3699769973754883,1,"(1, 2)",264,1,False,False,False,True,False,True
265,0.5,0.5005300045013428,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.32565808296203613,1,"(1, 2)",265,1,True,False,False,True,False,True
266,0.5,0.5010800361633301,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.34600114822387695,1,"(0, 3)",266,1,False,False,False,True,False,True
267,0.5,0.5036280155181885,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.33620405197143555,0,"(1, 2)",267,0,False,True,False,True,False,False
268,0.5,0.5002391338348389,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.3582470417022705,0,"(0, 2)",268,0,True,False,False,True,False,False
269,0.5,0.5010740756988525,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.338608980178833,0,"(0, 2)",269,0,False,False,True,False,True,True
270,0.5,0.501162052154541,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.5620241165161133,0,"(1, 2)",270,0,True,False,False,False,True,False
271,0.5,0.5011730194091797,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.2871382236480713,0,"(0, 2)",271,0,True,False,True,False,True,True
272,0.5,0.5011680126190186,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.4851200580596924,0,"(0, 2)",272,0,True,False,True,False,False,True
273,0.5,0.5011990070343018,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.6347959041595459,0,"(1, 3)",273,0,False,False,True,False,False,True
274,0.5,0.5012180805206299,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,0,0.5744621753692627,0,"(0, 2)",274,0,False,False,True,False,False,True
275,0.5,0.5006659030914307,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.45497798919677734,0,"(0, 2)",275,0,True,False,True,False,False,True
276,0.5,0.5011730194091797,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.43506789207458496,0,"(0, 2)",276,0,True,False,True,False,False,True
277,0.5,0.5008339881896973,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.3844938278198242,0,"(1, 3)",277,0,False,False,True,False,False,True
278,0.5,0.5012011528015137,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.3297238349914551,0,"(0, 2)",278,0,False,False,True,False,False,True
279,0.5,0.5010919570922852,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.38954687118530273,1,"(0, 2)",279,1,True,True,True,False,False,False
280,0.5,0.5011260509490967,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.522284984588623,1,"(1, 2)",280,1,False,False,False,False,True,False
281,0.5,0.5011851787567139,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.23540592193603516,1,"(0, 2)",281,1,False,False,True,False,True,False
282,0.5,0.5011818408966064,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.5422670841217041,1,"(1, 3)",282,1,False,False,False,False,True,False
283,0.5,0.5011489391326904,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.28160595893859863,1,"(0, 2)",283,1,True,False,False,True,False,True
284,0.5,0.5008149147033691,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.3215620517730713,1,"(0, 2)",284,1,True,False,False,True,False,True
285,0.5,0.5001559257507324,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.3155331611633301,1,"(1, 2)",285,1,False,False,False,False,False,False
286,0.5,0.5011119842529297,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.4878571033477783,1,"(0, 3)",286,1,False,False,True,False,True,False
287,0.5,0.5012121200561523,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.30947303771972656,0,"(0, 2)",287,0,False,True,False,True,True,False
288,0.5,0.5011329650878906,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.29935383796691895,0,"(1, 2)",288,0,False,False,False,False,False,False
289,0.5,0.5012140274047852,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.42272400856018066,0,"(0, 3)",289,0,False,False,False,False,False,False
290,0.5,0.5007400512695312,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.3656160831451416,0,"(1, 2)",290,0,False,False,False,False,False,False
291,0.5,0.5012211799621582,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.25487589836120605,0,"(1, 3)",291,0,False,False,False,True,False,False
292,0.5,0.5011708736419678,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.35422706604003906,0,"(1, 2)",292,0,False,False,False,False,False,False
293,0.5,0.5007860660552979,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.18117189407348633,0,"(1, 3)",293,0,False,False,False,False,False,False
294,0.5,0.5011110305786133,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,0,0.34951305389404297,0,"(0, 3)",294,0,False,False,True,False,True,True
295,0.5,0.5001380443572998,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.235198974609375,0,"(0, 3)",295,0,False,False,False,False,True,False
296,0.5,0.501168966293335,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.30545902252197266,0,"(0, 3)",296,0,True,False,False,False,False,False
297,0.5,0.5014619827270508,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.4978158473968506,0,"(1, 3)",297,0,False,False,False,False,False,False
298,0.5,0.5011711120605469,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.32740116119384766,0,"(0, 3)",298,0,True,False,True,False,True,True
299,0.5,0.5011649131774902,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.40117406845092773,0,"(1, 2)",299,0,False,False,True,False,False,True
300,0.5,0.5011589527130127,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,0,0.3670468330383301,0,"(1, 2)",300,0,False,False,False,False,True,False
301,0.5,0.5003349781036377,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.3578619956970215,1,"(1, 3)",301,1,True,True,False,False,False,False
302,0.5,0.5010569095611572,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.39660096168518066,1,"(0, 2)",302,1,False,False,False,False,False,False
303,0.5,0.5011711120605469,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.43032312393188477,1,"(0, 2)",303,1,True,False,False,False,False,False
304,0.5,0.5013749599456787,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.3710911273956299,1,"(1, 2)",304,1,False,False,False,False,False,False
305,0.5,0.5012021064758301,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.3221099376678467,1,"(1, 3)",305,1,False,False,False,False,False,False
306,0.5,0.5005130767822266,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,0,0.5199389457702637,1,"(0, 3)",306,1,False,False,True,False,True,False
