trial_count,FBDuration,actualFBOnsetTime,c_dis,context,response,rt,state,stim,trial_count,ts,rep_resp,switch,con_shape,con_orient,subj_switch,correct
307,0.5,0.5011780261993408,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.36577606201171875,1,"(1, 2)",307,1,True,False,False,False,True,False
308,0.5,0.5003340244293213,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.3543510437011719,1,"(0, 2)",308,1,True,False,True,False,True,False
309,0.5,0.501183032989502,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.2452688217163086,1,"(0, 2)",309,1,False,False,False,True,True,True
310,0.5,0.5012321472167969,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.3652160167694092,1,"(1, 2)",310,1,True,False,False,True,False,True
311,0.5,0.5048727989196777,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.4349699020385742,1,"(1, 3)",311,1,False,False,False,True,False,True
312,0.5,0.5008339881896973,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.3625669479370117,1,"(1, 3)",312,1,True,False,False,True,False,True
313,0.5,0.5010368824005127,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.34537410736083984,1,"(0, 2)",313,1,True,False,False,False,False,False
314,0.5,0.5011570453643799,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,2,0.48427295684814453,0,"(0, 2)",314,0,False,True,False,True,False,False
315,0.5,0.5006940364837646,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.40995216369628906,0,"(1, 3)",315,0,False,False,False,False,False,False
316,0.5,0.5001468658447266,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.21392512321472168,0,"(0, 2)",316,0,False,False,False,False,False,False
317,0.5,0.5010449886322021,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.30387306213378906,0,"(1, 2)",317,0,False,False,False,True,False,False
318,0.5,0.5008959770202637,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,3,0.2662978172302246,0,"(0, 2)",318,0,False,False,False,False,False,False
319,0.5,0.5012111663818359,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.43857502937316895,0,"(0, 3)",319,0,False,False,True,False,True,True
320,0.5,0.501194953918457,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.3545420169830322,0,"(1, 3)",320,0,True,False,False,False,True,False
321,0.5,0.5011718273162842,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.318450927734375,0,"(1, 3)",321,0,False,False,False,True,False,False
322,0.5,0.5005850791931152,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.4105069637298584,0,"(0, 2)",322,0,False,False,False,False,False,False
323,0.5,0.5010521411895752,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.3465888500213623,0,"(0, 3)",323,0,False,False,True,False,True,True
324,0.5,0.5001919269561768,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.45079493522644043,0,"(1, 3)",324,0,True,False,False,False,True,False
325,0.5,0.5011141300201416,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.32910895347595215,1,"(0, 2)",325,1,True,True,True,False,True,False
326,0.5,0.5011279582977295,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.43124985694885254,1,"(0, 2)",326,1,False,False,False,True,True,True
327,0.5,0.5012340545654297,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.33777904510498047,1,"(0, 3)",327,1,False,False,False,True,False,True
328,0.5,0.5008089542388916,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.474348783493042,1,"(0, 3)",328,1,True,False,False,True,False,True
329,0.5,0.5001330375671387,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.6088590621948242,1,"(1, 2)",329,1,False,False,False,False,False,False
330,0.5,0.5010421276092529,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.42048001289367676,1,"(0, 3)",330,1,False,False,False,False,False,False
331,0.5,0.5011389255523682,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.5052390098571777,1,"(1, 2)",331,1,True,False,False,True,False,True
332,0.5,0.5011260509490967,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.6005029678344727,1,"(1, 2)",332,1,True,False,False,True,False,True
333,0.5,0.5011088848114014,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.31641387939453125,1,"(0, 3)",333,1,False,False,False,True,False,True
334,0.5,0.5006599426269531,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.4894881248474121,1,"(1, 2)",334,1,False,False,False,True,False,True
335,0.5,0.5011560916900635,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.47901487350463867,1,"(1, 2)",335,1,True,False,False,True,False,True
336,0.5,0.5012249946594238,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.3235960006713867,1,"(0, 2)",336,1,False,False,False,False,False,False
337,0.5,0.501068115234375,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,2,0.46105289459228516,1,"(1, 3)",337,1,False,False,False,False,False,False
338,0.5,0.5013799667358398,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,0,0.4670522212982178,1,"(1, 3)",338,1,False,False,False,False,False,False
339,0.5,0.501215934753418,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.4742748737335205,1,"(1, 2)",339,1,False,False,False,False,False,False
340,0.5,0.5011031627655029,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.35977792739868164,1,"(0, 2)",340,1,False,False,False,True,False,True
341,0.5,0.501121997833252,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,2,0.32794690132141113,1,"(0, 3)",341,1,True,False,False,False,False,False
342,0.5,0.5008711814880371,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.49902892112731934,1,"(0, 3)",342,1,False,False,False,True,False,True
343,0.5,0.5034489631652832,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.45061588287353516,1,"(0, 3)",343,1,True,False,False,True,False,True
344,0.5,0.5007991790771484,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.3341829776763916,1,"(0, 2)",344,1,True,False,False,False,False,False
345,0.5,0.5008668899536133,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,2,0.398939847946167,0,"(0, 2)",345,0,False,True,False,True,False,False
346,0.5,0.5012319087982178,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.48956990242004395,0,"(1, 2)",346,0,False,False,False,False,False,False
347,0.5,0.5079391002655029,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.3080711364746094,0,"(0, 3)",347,0,False,False,False,True,False,False
348,0.5,0.5163919925689697,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.31052398681640625,0,"(0, 2)",348,0,False,False,False,True,False,False
349,0.5,0.5010638236999512,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.3575558662414551,0,"(1, 2)",349,0,False,False,False,False,False,False
350,0.5,0.5033209323883057,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.48285412788391113,0,"(1, 2)",350,0,False,False,False,True,False,False
351,0.5,0.5007050037384033,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,3,0.3776531219482422,0,"(0, 3)",351,0,False,False,False,True,False,False
352,0.5,0.5009598731994629,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.4622528553009033,0,"(1, 3)",352,0,False,False,True,False,True,True
353,0.5,0.5006301403045654,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.4799518585205078,1,"(0, 2)",353,1,False,True,True,False,False,False
354,0.5,0.5003571510314941,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.4531841278076172,1,"(0, 3)",354,1,False,False,False,True,True,True
355,0.5,0.5010619163513184,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,1,0.6862509250640869,1,"(1, 3)",355,1,False,False,True,False,True,False
356,0.5,0.5011410713195801,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5482399463653564,1,"(1, 3)",356,1,True,False,True,False,False,False
357,0.5,0.5003960132598877,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.29181790351867676,1,"(1, 3)",357,1,False,False,False,True,True,True
358,0.5,0.5052170753479004,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.6272239685058594,1,"(1, 2)",358,1,False,False,False,False,False,False
359,0.5,0.5012001991271973,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.3374440670013428,0,"(0, 2)",359,0,False,True,False,True,False,False
360,0.5,0.5011589527130127,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,3,0.38579607009887695,0,"(1, 2)",360,0,False,False,False,False,False,False
361,0.5,0.500499963760376,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5175790786743164,0,"(0, 3)",361,0,False,False,False,False,False,False
362,0.5,0.5002591609954834,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,3,0.43195009231567383,0,"(1, 2)",362,0,False,False,False,False,False,False
363,0.5,0.5011260509490967,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.4679398536682129,1,"(1, 2)",363,1,False,True,True,False,True,False
364,0.5,0.5003039836883545,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.4259958267211914,1,"(0, 3)",364,1,False,False,False,True,True,True
365,0.5,0.500514030456543,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.381458044052124,1,"(1, 2)",365,1,False,False,False,False,False,False
366,0.5,0.5002140998840332,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.3785979747772217,1,"(1, 2)",366,1,False,False,False,True,False,True
367,0.5,0.5010521411895752,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.47046399116516113,1,"(1, 2)",367,1,True,False,False,True,False,True
368,0.5,0.500154972076416,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.7156350612640381,1,"(0, 2)",368,1,False,False,True,False,True,False
369,0.5,0.5011999607086182,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,2,0.40956902503967285,1,"(0, 2)",369,1,False,False,False,True,True,True
370,0.5,0.5011839866638184,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.5022261142730713,1,"(1, 2)",370,1,True,False,False,True,False,True
371,0.5,0.5012149810791016,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.5116729736328125,1,"(1, 2)",371,1,True,False,False,True,False,True
372,0.5,0.5010569095611572,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.36698198318481445,1,"(0, 3)",372,1,False,False,False,True,False,True
373,0.5,0.5010471343994141,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.3814070224761963,1,"(0, 3)",373,1,True,False,False,True,False,True
374,0.5,0.5009210109710693,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.3083820343017578,0,"(1, 3)",374,0,True,True,False,True,False,False
375,0.5,0.5012290477752686,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.4259989261627197,0,"(1, 3)",375,0,True,False,False,True,False,False
376,0.5,0.5010740756988525,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.3473541736602783,0,"(1, 3)",376,0,False,False,False,False,False,False
377,0.5,0.5009539127349854,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.19309186935424805,0,"(1, 3)",377,0,False,False,True,False,True,True
378,0.5,0.5004370212554932,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.28570103645324707,0,"(1, 3)",378,0,True,False,True,False,False,True
379,0.5,0.5011560916900635,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.39780402183532715,0,"(0, 2)",379,0,False,False,True,False,False,True
380,0.5,0.5000941753387451,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,2,0.4591550827026367,0,"(0, 3)",380,0,False,False,False,False,True,False
381,0.5,0.5011341571807861,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.39821505546569824,0,"(1, 3)",381,0,False,False,False,False,False,False
382,0.5,0.5010669231414795,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.3758101463317871,0,"(0, 2)",382,0,True,False,True,False,True,True
383,0.5,0.5011289119720459,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.34555506706237793,0,"(1, 3)",383,0,False,False,True,False,False,True
384,0.5,0.5004899501800537,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.4269728660583496,0,"(1, 2)",384,0,False,False,False,False,True,False
385,0.5,0.5003190040588379,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.34201598167419434,0,"(0, 3)",385,0,False,False,False,False,False,False
386,0.5,0.502540111541748,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,2,0.4784419536590576,0,"(0, 3)",386,0,False,False,False,False,False,False
387,0.5,0.5047941207885742,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.34888601303100586,0,"(0, 2)",387,0,True,False,False,True,False,False
388,0.5,0.5008649826049805,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.307750940322876,0,"(0, 3)",388,0,True,False,False,False,False,False
389,0.5,0.5011179447174072,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,3,0.37006187438964844,0,"(0, 3)",389,0,False,False,False,True,False,False
390,0.5,0.5011720657348633,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.2616708278656006,0,"(1, 3)",390,0,False,False,False,False,False,False
391,0.5,0.5011749267578125,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.7,1,0.21974492073059082,0,"(0, 3)",391,0,False,False,False,False,False,False
392,0.5,0.5011320114135742,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.3249189853668213,0,"(0, 2)",392,0,False,False,True,False,True,True
393,0.5,0.5011188983917236,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.2811141014099121,0,"(1, 3)",393,0,False,False,False,False,True,False
394,0.5,0.5010099411010742,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.5,3,0.347121000289917,0,"(1, 3)",394,0,False,False,False,True,False,False
395,0.5,0.5010888576507568,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.48122310638427734,0,"(1, 2)",395,0,False,False,True,False,True,True
396,0.5,0.501209020614624,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.4118180274963379,0,"(1, 2)",396,0,True,False,True,False,False,True
397,0.5,0.5003888607025146,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.37645888328552246,0,"(1, 2)",397,0,True,False,True,False,False,True
398,0.5,0.5013141632080078,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.32320499420166016,0,"(1, 3)",398,0,True,False,True,False,False,True
399,0.5,0.5002079010009766,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.35419797897338867,0,"(1, 3)",399,0,True,False,True,False,False,True
400,0.5,0.500629186630249,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.30141592025756836,0,"(0, 2)",400,0,True,False,False,False,True,False
401,0.5,0.5003869533538818,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.3624119758605957,1,"(1, 3)",401,1,True,True,True,False,True,False
402,0.5,0.5011801719665527,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.009996891021728516,1,"(0, 2)",402,1,False,False,False,False,True,False
403,0.5,0.5002140998840332,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.27684998512268066,1,"(1, 2)",403,1,False,False,False,False,False,False
404,0.5,0.5002219676971436,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.3038899898529053,1,"(1, 2)",404,1,True,False,False,False,False,False
405,0.5,0.5012199878692627,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.336989164352417,1,"(0, 3)",405,1,True,False,True,False,True,False
406,0.5,0.501213788986206,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.3122270107269287,1,"(1, 2)",406,1,False,False,True,False,False,False
407,0.5,0.5011169910430908,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.31282806396484375,1,"(0, 2)",407,1,True,False,False,False,True,False
408,0.5,0.5012469291687012,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.26192402839660645,0,"(1, 2)",408,0,True,True,True,False,True,True
409,0.5,0.500291109085083,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.2926950454711914,0,"(0, 2)",409,0,True,False,False,False,True,False
410,0.5,0.5008769035339355,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.46191906929016113,0,"(0, 3)",410,0,False,False,False,False,False,False
411,0.5,0.5011601448059082,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5713410377502441,0,"(0, 2)",411,0,False,False,True,False,True,True
412,0.5,0.5012149810791016,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.4635610580444336,0,"(1, 3)",412,0,False,False,True,False,False,True
413,0.5,0.5008249282836914,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.4203071594238281,0,"(1, 2)",413,0,True,False,True,False,False,True
414,0.5,0.5011169910430908,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.41147708892822266,0,"(0, 2)",414,0,False,False,True,False,False,True
415,0.5,0.5011031627655029,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.38271594047546387,1,"(1, 2)",415,1,True,True,False,False,True,False
416,0.5,0.5010941028594971,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.39423394203186035,1,"(1, 2)",416,1,False,False,True,False,True,False
417,0.5,0.501105785369873,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.27031993865966797,1,"(1, 3)",417,1,False,False,False,True,True,True
418,0.5,0.5024459362030029,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.4566190242767334,1,"(0, 2)",418,1,False,False,False,True,False,True
419,0.5,0.5011110305786133,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,2,0.41724610328674316,1,"(0, 3)",419,1,True,False,False,False,False,False
420,0.5,0.5010800361633301,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,2,0.306164026260376,1,"(1, 3)",420,1,True,False,False,False,False,False
421,0.5,0.5006699562072754,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.2695338726043701,1,"(1, 3)",421,1,False,False,False,True,False,True
422,0.5,0.5010600090026855,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,3,0.3378129005432129,1,"(1, 3)",422,1,True,False,False,True,False,True
423,0.5,0.5011780261993408,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,2,0.24481987953186035,1,"(1, 3)",423,1,False,False,False,False,False,False
424,0.5,0.5005080699920654,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.45938897132873535,1,"(0, 3)",424,1,False,False,False,True,False,True
425,0.5,0.5011389255523682,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.332974910736084,1,"(0, 3)",425,1,True,False,False,True,False,True
426,0.5,0.5011680126190186,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.5087878704071045,1,"(0, 3)",426,1,False,False,False,False,False,False
427,0.5,0.5012021064758301,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,3,0.4478139877319336,0,"(1, 2)",427,0,False,True,False,False,False,False
428,0.5,0.5011909008026123,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.30635905265808105,1,"(1, 3)",428,1,True,True,False,True,False,True
429,0.5,0.5011711120605469,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.35020899772644043,1,"(0, 3)",429,1,True,False,False,True,False,True
430,0.5,0.5011091232299805,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.3234548568725586,0,"(1, 3)",430,0,False,True,False,False,False,False
431,0.5,0.5002620220184326,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,2,0.34623098373413086,0,"(0, 2)",431,0,True,False,False,True,False,False
432,0.5,0.5012319087982178,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.24518299102783203,0,"(0, 2)",432,0,False,False,False,False,False,False
433,0.5,0.5003080368041992,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.44077110290527344,0,"(0, 3)",433,0,True,False,False,False,False,False
434,0.5,0.5009989738464355,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.306473970413208,1,"(1, 3)",434,1,True,True,True,False,True,False
435,0.5,0.5011169910430908,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.24608993530273438,1,"(1, 2)",435,1,False,False,False,False,True,False
436,0.5,0.5010159015655518,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.20630908012390137,1,"(1, 3)",436,1,False,False,True,False,True,False
437,0.5,0.5011589527130127,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,3,0.21339988708496094,1,"(1, 2)",437,1,False,False,False,False,True,False
438,0.5,0.5011839866638184,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.4775199890136719,1,"(1, 2)",438,1,False,False,False,True,False,True
439,0.5,0.5012171268463135,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,2,0.33277010917663574,1,"(1, 2)",439,1,True,False,False,True,False,True
440,0.5,0.5011951923370361,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.38895583152770996,1,"(0, 2)",440,1,False,False,False,False,False,False
441,0.5,0.5010979175567627,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,2,0.3946220874786377,1,"(1, 3)",441,1,False,False,False,False,False,False
442,0.5,0.5011341571807861,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.3525059223175049,1,"(0, 3)",442,1,True,False,False,False,False,False
443,0.5,0.5003681182861328,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,3,0.32065606117248535,1,"(0, 3)",443,1,False,False,False,True,False,True
444,0.5,0.5008630752563477,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.7273759841918945,1,"(0, 2)",444,1,True,False,False,False,False,False
445,0.5,0.5012249946594238,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.4681398868560791,1,"(1, 2)",445,1,False,False,False,True,False,True
446,0.5,0.5011861324310303,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.4402201175689697,1,"(1, 2)",446,1,False,False,False,False,False,False
447,0.5,0.5010919570922852,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.43662309646606445,1,"(1, 3)",447,1,True,False,False,False,False,False
448,0.5,0.50034499168396,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.4282200336456299,1,"(0, 3)",448,1,False,False,False,True,False,True
449,0.5,0.5011909008026123,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,3,0.5146608352661133,1,"(1, 3)",449,1,True,False,False,True,False,True
450,0.5,0.5004119873046875,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,3,0.5029489994049072,1,"(0, 3)",450,1,True,False,False,True,False,True
451,0.5,0.5011210441589355,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.3496577739715576,1,"(1, 2)",451,1,False,False,False,True,False,True
452,0.5,0.5011589527130127,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,3,0.4371790885925293,1,"(1, 3)",452,1,False,False,False,True,False,True
453,0.5,0.5002059936523438,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.36477112770080566,1,"(1, 3)",453,1,True,False,False,True,False,True
454,0.5,0.5012319087982178,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.3954050540924072,1,"(0, 2)",454,1,True,False,False,False,False,False
455,0.5,0.5010428428649902,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,3,0.3752739429473877,1,"(0, 3)",455,1,True,False,False,True,False,True
456,0.5,0.5011401176452637,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,2,0.3911149501800537,1,"(1, 2)",456,1,False,False,False,True,False,True
457,0.5,0.5011050701141357,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,2,0.36386919021606445,1,"(0, 2)",457,1,True,False,False,True,False,True
458,0.5,0.5012471675872803,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,3,0.2676229476928711,1,"(1, 2)",458,1,False,False,False,False,False,False
459,0.5,0.5012240409851074,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,3,0.3340599536895752,1,"(0, 2)",459,1,True,False,False,False,False,False
460,0.5,0.5011651515960693,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,3,0.30280494689941406,1,"(1, 3)",460,1,True,False,False,True,False,True
