trial_count,FB,c_dis,context,response,rt,state,stim,trial_count,ts,con_ts,con_stim,curr_ts,switch
93,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.302593443804753, -0.302593443804753, -0.302593443804753]",1,0.5023234706604853,1,1,93,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,False
94,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.002346957261353033, 0.002346957261353033, 0.002346957261353033]",0,0.5019673865754157,1,0,94,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,False
95,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.052571398299942174, 0.052571398299942174, 0.052571398299942174]",0,0.5023939735256135,1,0,95,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,False
96,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.23457350582096864, -0.23457350582096864, -0.23457350582096864]",0,0.5019785421900451,1,0,96,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,False
97,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.3453529011311147, 0.3453529011311147, 0.3453529011311147]",2,0.501381945097819,1,0,97,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,True
98,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.44928541366369046, 0.44928541366369046, 0.44928541366369046]",3,0.5024952655658126,1,1,98,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
99,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.4798928140098969, 0.4798928140098969, 0.4798928140098969]",2,0.5021664010128006,1,0,99,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
100,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.47176766891377747, -0.47176766891377747, -0.47176766891377747]",0,0.5022382424212992,1,0,100,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,True
101,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.4209827128888304, 0.4209827128888304, 0.4209827128888304]",2,0.5021882657893002,1,0,101,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,True
102,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.4355651963837065, 0.4355651963837065, 0.4355651963837065]",3,0.5021704169921577,1,1,102,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
103,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.1901032109297563, 0.1901032109297563, 0.1901032109297563]",2,0.5023154387017712,1,0,103,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
104,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.21118566437610173, 0.21118566437610173, 0.21118566437610173]",3,0.50202048686333,1,1,104,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
105,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.506182477865485, -0.506182477865485, -0.506182477865485]",0,0.5022873268462718,0,0,105,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,True
106,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.39304445988826203, 0.39304445988826203, 0.39304445988826203]",3,0.5027928947238252,0,1,106,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,True
107,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.1319690774200209, 0.1319690774200209, 0.1319690774200209]",2,0.5026965111028403,0,0,107,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,False
108,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.5612484394354699, -0.5612484394354699, -0.5612484394354699]",0,0.502487679827027,0,0,108,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,True
109,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.16090548669666868, -0.16090548669666868, -0.16090548669666868]",0,0.5026318090967834,0,0,109,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
110,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.5743322919614513, -0.5743322919614513, -0.5743322919614513]",0,0.502154799294658,0,0,110,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
111,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.39487398222797665, -0.39487398222797665, -0.39487398222797665]",1,0.5058566454099491,0,1,111,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
112,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.000947415150279296, -0.000947415150279296, -0.000947415150279296]",1,0.5026817858451977,0,1,112,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
113,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-1, -1, -1]",1,0.502107499865815,0,1,113,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
114,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.04572368899495849, 0.04572368899495849, 0.04572368899495849]",0,0.5028049426618963,0,0,114,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
115,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.56919401419836, 0.56919401419836, 0.56919401419836]",3,0.5022810797672719,0,1,115,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,True
116,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.7473352882148583, -0.7473352882148583, -0.7473352882148583]",1,0.5022511829156429,0,1,116,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,True
117,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.3385351323140862, -0.3385351323140862, -0.3385351323140862]",1,0.5025327480398118,0,1,117,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
118,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.5176155723841763, -0.5176155723841763, -0.5176155723841763]",0,0.5016782357124612,0,0,118,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
119,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.3744621648191056, -0.3744621648191056, -0.3744621648191056]",0,0.5023524749558419,0,0,119,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
120,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.38034345942097303, -0.38034345942097303, -0.38034345942097303]",1,0.5019017921295017,0,1,120,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
121,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.09203567584978525, -0.09203567584978525, -0.09203567584978525]",0,0.5013136734487489,0,0,121,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
122,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.06446528575128918, -0.06446528575128918, -0.06446528575128918]",0,0.5026840169448406,0,0,122,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
123,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.19911954002771387, -0.19911954002771387, -0.19911954002771387]",0,0.5055688330903649,0,0,123,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
124,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.1891941665950414, -0.1891941665950414, -0.1891941665950414]",0,0.5031427316134796,0,0,124,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
125,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.2451286270373455, -0.2451286270373455, -0.2451286270373455]",1,0.5026389486156404,0,1,125,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
126,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.47066739076356745, -0.47066739076356745, -0.47066739076356745]",1,0.5182977219810709,0,1,126,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
127,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.22949196144341968, -0.22949196144341968, -0.22949196144341968]",0,0.5025095447199419,0,0,127,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
128,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.42314510500700564, -0.42314510500700564, -0.42314510500700564]",1,0.5024381494149566,0,1,128,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
129,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.11750368084231316, 0.11750368084231316, 0.11750368084231316]",1,0.5023609531344846,0,1,129,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
130,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.13124271549601468, 0.13124271549601468, 0.13124271549601468]",1,0.5027647828683257,0,1,130,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
131,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.011759147191899522, -0.011759147191899522, -0.011759147191899522]",1,0.5050168582238257,0,1,131,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
132,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-1, -1, -1]",1,0.5033716429024935,0,1,132,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
133,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.6339212094543993, -0.6339212094543993, -0.6339212094543993]",0,0.5020660014124587,0,0,133,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
134,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.26466599778132394, -0.26466599778132394, -0.26466599778132394]",0,0.5031583494273946,0,0,134,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
135,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.11020013225756509, -0.11020013225756509, -0.11020013225756509]",1,0.501901792245917,0,1,135,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
136,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.3809747195961738, -0.3809747195961738, -0.3809747195961738]",1,0.5027473802911118,0,1,136,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
137,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.06923822340309502, -0.06923822340309502, -0.06923822340309502]",0,0.5014943928690627,0,0,137,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
138,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.6545378527164383, -0.6545378527164383, -0.6545378527164383]",0,0.5014997473917902,0,0,138,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
139,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.9996243862730732, 0.9996243862730732, 0.9996243862730732]",3,0.5020945594878867,1,1,139,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,True
140,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.18481556272339433, 0.18481556272339433, 0.18481556272339433]",3,0.5017482922412455,1,1,140,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
141,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.30444324583552484, -0.30444324583552484, -0.30444324583552484]",2,0.5031833378598094,0,0,141,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,False
142,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.027903035293900535, 0.027903035293900535, 0.027903035293900535]",2,0.5021030376665294,0,0,142,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,False
143,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.03409879008810085, -0.03409879008810085, -0.03409879008810085]",2,0.5017955917865038,1,0,143,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
144,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.4416751227946214, 0.4416751227946214, 0.4416751227946214]",3,0.5022966973483562,1,1,144,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
145,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.32948759048274295, 0.32948759048274295, 0.32948759048274295]",3,0.5021717556519434,1,1,145,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
146,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.03992647318858711, -0.03992647318858711, -0.03992647318858711]",3,0.5021119620651007,1,1,146,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
147,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.09434997314367682, 0.09434997314367682, 0.09434997314367682]",2,0.5023966508451849,1,0,147,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
148,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.27394934365301243, -0.27394934365301243, -0.27394934365301243]",1,0.5016077327309176,0,1,148,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,True
149,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.4313222130872463, -0.4313222130872463, -0.4313222130872463]",0,0.5046879935543984,0,0,149,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
150,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.45001304222860317, -0.45001304222860317, -0.45001304222860317]",1,0.501923210802488,0,1,150,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
151,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.17917673613696358, 0.17917673613696358, 0.17917673613696358]",0,0.5024774167686701,1,0,151,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,False
152,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.30392543215424145, 0.30392543215424145, 0.30392543215424145]",2,0.5018281658412889,1,0,152,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,True
153,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.5392535167612356, 0.5392535167612356, 0.5392535167612356]",2,0.5027960182633251,1,0,153,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
154,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.03969875610406626, -0.03969875610406626, -0.03969875610406626]",3,0.5021623850334436,1,1,154,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
155,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.5983550527262412, 0.5983550527262412, 0.5983550527262412]",2,0.5024970504455268,1,0,155,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
156,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.1785379265964968, 0.1785379265964968, 0.1785379265964968]",2,0.5024841100675985,1,0,156,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
157,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.6594978555628468, -0.6594978555628468, -0.6594978555628468]",0,0.5025211464380845,0,0,157,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,True
158,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.6600446663922248, 0.6600446663922248, 0.6600446663922248]",2,0.5019651554757729,0,0,158,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,True
159,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.2425451065447885, 0.2425451065447885, 0.2425451065447885]",3,0.50196604791563,1,1,159,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
160,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.6374150343578695, 0.6374150343578695, 0.6374150343578695]",2,0.503628219710663,1,0,160,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
161,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.13475790705716573, -0.13475790705716573, -0.13475790705716573]",3,0.502787986304611,1,1,161,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
162,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.13855803490162805, -0.13855803490162805, -0.13855803490162805]",3,0.5024814327480271,1,1,162,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
163,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.45867766122484227, 0.45867766122484227, 0.45867766122484227]",2,0.5015671267174184,1,0,163,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
164,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.5717461218814732, 0.5717461218814732, 0.5717461218814732]",3,0.5021610463736579,1,1,164,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
165,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.1261014544725363, 0.1261014544725363, 0.1261014544725363]",3,0.5010896706953645,1,1,165,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
166,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.41573065934628917, 0.41573065934628917, 0.41573065934628917]",2,0.5022672469494864,1,0,166,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
167,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.5923112470357523, 0.5923112470357523, 0.5923112470357523]",2,0.5024332409957424,1,0,167,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
168,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[1, 1, 1]",2,0.5021217790199444,1,0,168,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
169,0,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.47703656064886735, -0.47703656064886735, -0.47703656064886735]",3,0.501958908396773,0,1,169,"[[1, 0, 0, 0], [0, 1, 0, 0]]",False,True,1,False
170,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.5390033721326398, -0.5390033721326398, -0.5390033721326398]",1,0.5022203936241567,0,1,170,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,True
171,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.49588586223126385, -0.49588586223126385, -0.49588586223126385]",0,0.5020276264986023,0,0,171,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
172,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.9672834166879811, -0.9672834166879811, -0.9672834166879811]",1,0.501804516185075,0,1,172,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
173,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.340300936084028, -0.340300936084028, -0.340300936084028]",1,0.5021708632120863,0,1,173,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
174,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.5938576748466475, -0.5938576748466475, -0.5938576748466475]",1,0.5014760977355763,0,1,174,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
175,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.30997502299684576, -0.30997502299684576, -0.30997502299684576]",0,0.5022212861804292,0,0,175,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
176,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.0396376548779791, -0.0396376548779791, -0.0396376548779791]",1,0.5017648023786023,0,1,176,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
177,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[0.005965993589901686, 0.005965993589901686, 0.005965993589901686]",0,0.5016818053554744,0,0,177,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
178,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.6767524539002124, -0.6767524539002124, -0.6767524539002124]",1,0.501659048255533,0,1,178,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
179,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.12633883410409083, -0.12633883410409083, -0.12633883410409083]",1,0.5014578027185053,0,1,179,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
180,1,"{'mean': -0.29999999999999999, 'sd': 0.37}","[-0.4046845192280244, -0.4046845192280244, -0.4046845192280244]",0,0.502335072378628,0,0,180,"[[1, 0, 0, 0], [0, 1, 0, 0]]",True,True,0,False
181,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.46207594166530974, 0.46207594166530974, 0.46207594166530974]",3,0.5018656483152881,1,1,181,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,True
182,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.5377557520316542, 0.5377557520316542, 0.5377557520316542]",3,0.5029022188391536,1,1,182,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
183,1,"{'mean': 0.29999999999999999, 'sd': 0.37}","[0.3873921925511864, 0.3873921925511864, 0.3873921925511864]",2,0.5021427513565868,1,0,183,"[[0, 0, 1, 0], [0, 0, 0, 1]]",True,True,1,False
184,0,"{'mean': 0.29999999999999999, 'sd': 0.37}","[-0.6337970653335234, -0.6337970653335234, -0.6337970653335234]",0,0.501850476837717,1,0,184,"[[0, 0, 1, 0], [0, 0, 0, 1]]",False,True,0,True
