trial_count,FB,c_dis,context,response,rt,state,stim,trial_count,ts,rep_resp,switch,con_shape,con_orient
184,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 1)",184,0,False,False,True,False
185,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 1)",185,0,True,False,True,False
186,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 0)",186,0,True,False,True,True
187,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 1)",187,0,True,False,True,False
188,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,0,0.5,0,"(0, 1)",188,0,True,False,True,False
189,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",189,0,True,False,True,False
190,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.5,0,"(0, 1)",190,0,True,False,True,False
191,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,0,"(0, 0)",191,0,True,False,True,True
192,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,1,0.5,0,"(1, 0)",192,0,False,False,True,False
193,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,0,"(0, 1)",193,0,False,False,True,False
194,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,0,"(1, 1)",194,0,False,False,True,True
195,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,0,"(1, 0)",195,0,True,False,True,False
196,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 0)",196,0,False,False,True,True
197,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",197,1,True,True,True,False
198,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",198,1,False,False,True,True
199,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,1,"(0, 1)",199,1,False,False,True,False
200,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",200,1,False,False,True,False
201,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,1,"(1, 0)",201,1,True,False,True,False
202,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",202,1,False,False,True,False
203,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,1,"(1, 0)",203,1,False,False,True,False
204,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 0)",204,1,True,False,True,False
205,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",205,1,False,False,True,True
206,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.5,1,"(0, 0)",206,1,True,False,True,True
207,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,1,"(0, 1)",207,1,True,False,True,False
208,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",208,1,True,False,True,False
209,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 0)",209,1,False,False,True,False
210,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,1,0.5,1,"(1, 1)",210,1,True,False,True,True
211,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.5,1,"(0, 1)",211,1,False,False,True,False
212,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",212,1,False,False,True,True
213,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",213,1,True,False,True,False
214,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",214,1,True,False,True,False
215,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",215,1,True,False,True,False
216,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 0)",216,1,True,False,True,False
217,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,1,"(1, 1)",217,1,True,False,True,True
218,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 0)",218,0,False,True,True,True
219,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",219,0,False,False,True,True
220,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 0)",220,0,False,False,True,True
221,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",221,0,True,False,True,False
222,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,0,0.5,1,"(0, 1)",222,1,True,True,True,False
223,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 1)",223,1,False,False,True,True
224,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,1,"(1, 0)",224,1,True,False,True,False
225,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",225,1,False,False,True,True
226,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 1)",226,1,True,False,True,False
227,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 0)",227,1,True,False,True,True
228,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",228,1,False,False,True,True
229,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",229,1,True,False,True,False
230,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",230,1,True,False,True,False
231,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",231,1,True,False,True,True
232,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 0)",232,1,True,False,True,False
233,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 0)",233,1,False,False,True,True
234,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",234,1,False,False,True,False
235,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 1)",235,1,False,False,True,False
236,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 1)",236,1,True,False,True,False
237,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 1)",237,1,True,False,True,False
238,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,1,"(1, 0)",238,1,False,False,True,False
239,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 0)",239,0,False,True,True,True
240,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 1)",240,0,True,False,True,False
241,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 0)",241,0,True,False,True,True
242,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",242,0,False,False,True,True
243,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,0,"(0, 0)",243,0,False,False,True,True
244,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 1)",244,1,True,True,True,False
245,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,1,"(1, 1)",245,1,False,False,True,True
246,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 0)",246,1,True,False,True,False
247,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,1,0.5,1,"(1, 0)",247,1,True,False,True,False
248,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",248,1,True,False,True,True
249,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 0)",249,1,True,False,True,False
250,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,1,"(0, 0)",250,1,False,False,True,True
251,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",251,1,False,False,True,True
252,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,1,"(0, 1)",252,1,False,False,True,False
253,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",253,1,False,False,True,False
254,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 0)",254,1,False,False,True,True
255,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 1)",255,1,False,False,True,True
256,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",256,1,True,False,True,False
257,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,1,"(0, 0)",257,1,False,False,True,True
258,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 0)",258,1,True,False,True,True
259,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",259,1,False,False,True,True
260,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",260,1,False,False,True,True
261,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 0)",261,1,True,False,True,True
262,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.5,1,"(0, 0)",262,1,True,False,True,True
263,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 1)",263,1,True,False,True,False
264,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",264,1,True,False,True,False
265,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 1)",265,1,True,False,True,False
266,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,1,0.5,1,"(1, 0)",266,1,False,False,True,False
267,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 1)",267,1,False,False,True,False
268,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",268,1,False,False,True,True
269,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,1,"(0, 0)",269,1,False,False,True,True
270,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 0)",270,0,True,True,True,True
271,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",271,0,True,False,True,False
272,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 0)",272,0,True,False,True,True
273,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,0,"(1, 1)",273,0,False,False,True,True
274,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",274,0,True,False,True,True
275,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,0,"(0, 0)",275,0,False,False,True,True
276,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,1,0.5,0,"(1, 0)",276,0,False,False,True,False
277,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,0,"(1, 0)",277,0,True,False,True,False
278,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",278,0,True,False,True,True
279,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",279,0,False,False,True,False
280,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,0,0.5,0,"(0, 0)",280,0,True,False,True,True
281,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",281,0,True,False,True,False
282,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",282,0,True,False,True,False
283,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,0,"(0, 0)",283,0,True,False,True,True
284,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 0)",284,0,True,False,True,True
285,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,0,"(0, 1)",285,0,True,False,True,False
286,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 1)",286,0,True,False,True,False
287,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 0)",287,0,True,False,True,True
288,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,0,"(1, 0)",288,0,False,False,True,False
289,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 0)",289,0,False,False,True,True
290,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.5,0,0.5,0,"(0, 0)",290,0,True,False,True,True
291,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,1,"(1, 1)",291,1,False,True,True,True
292,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",292,1,True,False,True,True
293,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",293,1,True,False,True,False
294,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 0)",294,1,True,False,True,False
295,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",295,1,False,False,True,True
296,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 0)",296,1,False,False,True,False
297,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,1,"(0, 0)",297,1,False,False,True,True
298,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.5,1,"(0, 1)",298,1,True,False,True,False
299,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,1,"(1, 1)",299,1,False,False,True,True
300,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",300,1,True,False,True,False
301,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,1,"(0, 1)",301,1,False,False,True,False
302,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 0)",302,1,False,False,True,False
303,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,1,"(0, 0)",303,1,False,False,True,True
304,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 0)",304,1,True,False,True,True
305,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,1,"(0, 1)",305,1,True,False,True,False
306,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,1,"(0, 1)",306,1,True,False,True,False
307,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 0)",307,1,True,False,True,True
308,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",308,1,False,False,True,False
309,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",309,1,False,False,True,True
310,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",310,0,False,True,True,True
311,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,0,"(0, 0)",311,0,False,False,True,True
312,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",312,0,False,False,True,True
313,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,0,"(1, 0)",313,0,True,False,True,False
314,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 0)",314,0,True,False,True,False
315,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",315,0,False,False,True,False
316,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,0,"(1, 0)",316,0,False,False,True,False
317,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,0,"(1, 0)",317,0,True,False,True,False
318,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,0,"(1, 1)",318,0,True,False,True,True
319,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,0,"(0, 0)",319,0,False,False,True,True
320,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,1,0.5,0,"(1, 0)",320,0,False,False,True,False
321,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,1,"(0, 1)",321,1,False,True,True,False
322,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",322,1,False,False,True,True
323,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,1,0.5,1,"(1, 1)",323,1,True,False,True,True
324,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.5,1,"(0, 1)",324,1,False,False,True,False
325,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 1)",325,1,False,False,True,True
326,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",326,1,True,False,True,True
327,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",327,0,False,True,True,False
328,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,1,0.5,0,"(1, 1)",328,0,False,False,True,True
329,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.9000000000000001,1,0.5,0,"(1, 0)",329,0,True,False,True,False
330,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,0,"(0, 0)",330,0,False,False,True,True
331,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 1)",331,1,False,True,True,True
332,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,0,0.5,1,"(0, 1)",332,1,False,False,True,False
333,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.10000000000000009,0,0.5,1,"(0, 0)",333,1,True,False,True,True
334,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",334,1,True,False,True,False
335,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",335,1,True,False,True,False
336,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",336,1,False,False,True,True
337,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,0,"(0, 1)",337,0,False,True,True,False
338,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,0,"(0, 0)",338,0,True,False,True,True
339,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,0,0.5,0,"(0, 0)",339,0,True,False,True,True
340,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-0.7000000000000001,0,0.5,0,"(0, 1)",340,0,True,False,True,False
341,1,"{'mean': -0.29999999999999999, 'sd': 0.37}",-1.0,0,0.5,0,"(0, 0)",341,0,True,False,True,True
342,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,0,0.5,1,"(0, 1)",342,1,True,True,True,False
343,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,1,"(1, 1)",343,1,False,False,True,True
344,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,1,"(1, 0)",344,1,True,False,True,False
345,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 1)",345,1,True,False,True,True
346,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.8999999999999999,1,0.5,1,"(1, 0)",346,1,True,False,True,False
347,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",347,1,True,False,True,True
348,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",348,1,False,False,True,False
349,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,0,0.5,1,"(0, 0)",349,1,True,False,True,True
350,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 1)",350,1,True,False,True,False
351,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,0,0.5,1,"(0, 0)",351,1,True,False,True,True
352,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",352,1,True,False,True,True
353,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",1.0,1,0.5,1,"(1, 0)",353,1,False,False,True,False
354,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,1,0.5,1,"(1, 0)",354,1,True,False,True,False
355,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 0)",355,1,True,False,True,False
356,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 0)",356,1,False,False,True,True
357,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,1,0.5,1,"(1, 1)",357,1,False,False,True,True
358,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",358,1,True,False,True,False
359,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 1)",359,1,False,False,True,False
360,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.30000000000000004,0,0.5,1,"(0, 1)",360,1,True,False,True,False
361,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",361,1,False,False,True,False
362,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 1)",362,1,True,False,True,True
363,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 1)",363,1,True,False,True,True
364,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.7,1,0.5,1,"(1, 1)",364,1,True,False,True,True
365,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",365,1,True,False,True,False
366,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",-0.5,0,0.5,1,"(0, 1)",366,1,False,False,True,False
367,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,0,0.5,1,"(0, 0)",367,1,True,False,True,True
368,0,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.5,1,0.5,1,"(1, 0)",368,1,False,False,True,False
369,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.10000000000000009,0,0.5,1,"(0, 0)",369,1,False,False,True,True
370,1,"{'mean': 0.29999999999999999, 'sd': 0.37}",0.30000000000000004,1,0.5,1,"(1, 1)",370,1,False,False,True,True
